config,lut,ff,bram,dsp,latency,fits
"bram(9, 6)_dsp13",27543.482982470243,9887.712985430464,5.0,377.19442556084294,8,False
"bram(8, 8)_dsp13",27637.465825806343,9905.925218543047,7.5,377.19442556084294,9,False
"bram(6, 7)_dsp-",27918.28925278035,10092.969774834439,32.5,0.0,10,False
"bram(5, 7)_dsp-",27918.28925278035,10092.969774834439,32.5,0.0,10,False
"bram(4, 7)_dsp-",27918.28925278035,10092.969774834439,32.5,0.0,10,False
"bram(7, 7)_dsp-",27942.611605673486,10086.242733774834,30.5,0.0,10,False
"bram(9, 8)_dsp13",28089.639032141295,9844.725552317881,1.0,377.19442556084294,8,False
"bram(10, 8)_dsp13",28180.6650404198,9511.326834437086,0.0,377.19442556084294,5,False
"bram(10, 10)_dsp13",28180.6650404198,9511.326834437086,0.0,377.19442556084294,5,False
"bram(10, 6)_dsp13",28180.6650404198,9511.326834437086,0.0,377.19442556084294,5,False
"bram(9, 10)_dsp13",28180.6650404198,9511.326834437086,0.0,377.19442556084294,5,False
"bram(8, 10)_dsp13",28180.6650404198,9511.326834437086,0.0,377.19442556084294,5,False
"bram(8, 7)_dsp-",28387.79014843132,9977.953780132451,18.5,0.0,9,False
"bram(9, 5)_dsp-",29230.456345921233,9907.894108609273,6.0,0.0,9,False
"bram(9, 4)_dsp-",29230.456345921233,9907.894108609273,6.0,0.0,9,False
"bram(9, 6)_dsp15",29233.08026172141,9887.712985430464,5.0,7.7845003399048265,8,False
"bram(9, 6)_dsp-",29321.545942050445,9887.712985430464,5.0,0.0,8,False
"bram(8, 8)_dsp15",29327.063105057514,9905.925218543047,7.5,7.7845003399048265,9,False
"bram(6, 8)_dsp-",29338.555692112965,9909.206701986755,10.0,0.0,9,False
"bram(7, 8)_dsp-",29338.555692112965,9909.206701986755,10.0,0.0,9,False
"bram(4, 8)_dsp-",29338.555692112965,9909.206701986755,10.0,0.0,9,False
"bram(5, 8)_dsp-",29338.555692112965,9909.206701986755,10.0,0.0,9,False
"bram(8, 8)_dsp-",29415.528785386545,9905.925218543047,7.5,0.0,9,False
"bram(9, 7)_dsp-",29624.859989894303,9868.680381456954,2.5,0.0,8,False
"bram(9, 8)_dsp15",29779.236311392466,9844.725552317881,1.0,7.7845003399048265,8,False
"bram(4, 9)_dsp-",29820.55160042669,9839.803327152318,2.5,0.0,8,False
"bram(6, 9)_dsp-",29820.55160042669,9839.803327152318,2.5,0.0,8,False
"bram(5, 9)_dsp-",29820.55160042669,9839.803327152318,2.5,0.0,8,False
"bram(7, 9)_dsp-",29820.55160042669,9839.803327152318,2.5,0.0,8,False
"bram(8, 9)_dsp-",29857.84587486284,9839.147030463577,1.5,0.0,8,False
"bram(9, 8)_dsp-",29867.701991721497,9844.725552317881,1.0,0.0,8,False
"bram(8, 10)_dsp15",29870.262319670972,9511.326834437086,0.0,7.7845003399048265,5,False
"bram(9, 10)_dsp15",29870.262319670972,9511.326834437086,0.0,7.7845003399048265,5,False
"bram(10, 6)_dsp15",29870.262319670972,9511.326834437086,0.0,7.7845003399048265,5,False
"bram(10, 8)_dsp15",29870.262319670972,9511.326834437086,0.0,7.7845003399048265,5,False
"bram(10, 10)_dsp15",29870.262319670972,9511.326834437086,0.0,7.7845003399048265,5,False
"bram(9, 9)_dsp-",29908.143864767346,9432.89938013245,0.5,0.0,7,False
"bram(7, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 9)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(9, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 4)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 5)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 6)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 7)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(10, 8)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(8, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(4, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
"bram(6, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
bram-_dsp-,29958.728000000003,9478.512,0.0,0.0,5,False
"bram(5, 10)_dsp-",29958.728000000003,9511.326834437086,0.0,0.0,5,False
