config,lut,ff,bram,dsp,latency,fits
"bram(4, 9)_dsp-",35302.62090070667,26946.826682900297,39.0,0.0,26,False
"bram(5, 9)_dsp-",35302.62090070667,26946.826682900297,39.0,0.0,26,False
"bram(6, 9)_dsp-",35333.564309133726,26339.07463243504,36.5,0.0,25,False
"bram(9, 8)_dsp15",35464.43107610197,25998.587037897276,17.0,50.43444976076555,26,False
"bram(7, 9)_dsp-",35494.0651659283,26381.03712340785,29.5,0.0,25,False
"bram(9, 8)_dsp-",35712.05071397522,25998.587037897276,17.0,0.0,26,False
"bram(10, 6)_dsp13",35863.64098479559,23361.709165558907,9.5,88.67368421052632,21,False
"bram(8, 9)_dsp-",35883.1873632821,25366.89665365558,20.5,0.0,22,False
"bram(10, 8)_dsp11",35919.70986197776,23357.484753716006,6.5,216.0,21,False
"bram(10, 6)_dsp15",36145.44311992661,23361.709165558907,9.5,50.43444976076555,21,False
"bram(10, 4)_dsp-",36393.06275779986,23361.709165558907,9.5,0.0,21,False
"bram(10, 5)_dsp-",36393.06275779986,23361.709165558907,9.5,0.0,21,False
"bram(10, 6)_dsp-",36393.06275779986,23361.709165558907,9.5,0.0,21,False
"bram(8, 10)_dsp11",36439.449873719925,25117.374727468272,9.5,216.0,21,False
"bram(10, 7)_dsp-",36516.0652162202,23364.52544012084,9.0,0.0,21,False
"bram(10, 8)_dsp13",36725.8470889735,23357.484753716006,6.5,88.67368421052632,21,False
"bram(9, 10)_dsp11",36805.051224792725,25145.53747308761,5.5,216.0,21,False
"bram(9, 9)_dsp-",36858.78836708523,25388.30034032628,10.0,0.0,22,False
"bram(10, 8)_dsp15",37007.64922410452,23357.484753716006,6.5,50.43444976076555,21,False
"bram(8, 10)_dsp13",37245.58710071567,25117.374727468272,9.5,88.67368421052632,21,False
"bram(10, 8)_dsp-",37255.26886197777,23357.484753716006,6.5,0.0,21,False
"bram(10, 10)_dsp11",37336.45526276441,22042.002905836853,2.5,216.0,19,False
"bram(4, 10)_dsp-",37485.46468541646,25050.347392894255,19.5,0.0,21,False
"bram(5, 10)_dsp-",37485.46468541646,25050.347392894255,19.5,0.0,21,False
"bram(6, 10)_dsp-",37513.484054210225,25059.359471492444,17.5,0.0,21,False
"bram(8, 10)_dsp15",37527.389235846684,25117.374727468272,9.5,50.43444976076555,21,False
"bram(9, 10)_dsp13",37611.18845178846,25145.53747308761,5.5,88.67368421052632,21,False
"bram(7, 10)_dsp-",37637.16129100749,25074.285726670692,12.5,0.0,21,False
"bram(10, 9)_dsp-",37748.04987094704,23359.45614590936,5.0,0.0,21,False
"bram(8, 10)_dsp-",37775.00887371993,25117.374727468272,9.5,0.0,21,False
"bram(9, 10)_dsp15",37892.990586919484,25145.53747308761,5.5,50.43444976076555,21,False
"bram(9, 10)_dsp-",38140.610224792734,25145.53747308761,5.5,0.0,21,False
"bram(10, 10)_dsp13",38142.59248976015,22042.002905836853,2.5,88.67368421052632,19,False
"bram(10, 10)_dsp15",38424.39462489117,22042.002905836853,2.5,50.43444976076555,19,False
"bram(10, 10)_dsp-",38672.014262764416,22042.002905836853,2.5,0.0,19,False
bram-_dsp-,39246.090000000004,17595.38699999999,0.0,0.0,13,False
