config,lut,ff,bram,dsp,latency,fits
"bram(8, 6)_dsp11",14905.620116145215,5436.927280848785,9.0,469.0,9,True
"bram(4, 4)_dsp-",15161.085999999994,6530.462999999994,116.0,0.0,14,True
"bram(5, 4)_dsp-",15165.302344359583,6514.182755884445,114.0,0.0,14,True
"bram(6, 4)_dsp-",15203.400027323012,6488.382708006415,106.5,0.0,14,True
"bram(8, 8)_dsp11",15459.015313341244,5266.398622146931,1.0,469.0,7,True
"bram(8, 10)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(9, 6)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(9, 8)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(10, 10)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(10, 8)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(10, 6)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(9, 10)_dsp11",15530.392,5005.638779957202,0.0,469.0,5,True
"bram(7, 4)_dsp-",15637.118807383926,6212.446367064903,76.5,0.0,12,True
"bram(5, 5)_dsp-",15837.357518532614,6169.124361537085,75.5,0.0,12,True
"bram(4, 5)_dsp-",15837.357518532614,6169.124361537085,75.5,0.0,12,True
"bram(6, 5)_dsp-",15852.415891245431,6155.741449001423,73.0,0.0,12,True
"bram(7, 5)_dsp-",16137.357948903713,6013.358297075602,55.5,0.0,12,True
"bram(4, 6)_dsp-",17096.049247665218,5780.330057150497,36.5,0.0,12,False
"bram(5, 6)_dsp-",17096.049247665218,5780.330057150497,36.5,0.0,12,False
"bram(6, 6)_dsp-",17102.825515385986,5780.192088980026,35.0,0.0,12,False
"bram(7, 6)_dsp-",17201.608440382064,5736.318210770324,28.5,0.0,12,False
"bram(8, 4)_dsp-",17564.552868692743,5516.396947039941,15.0,0.0,9,False
"bram(8, 6)_dsp13",17575.216289308933,5436.927280848785,9.0,49.308068459657704,9,False
"bram(8, 5)_dsp-",17647.82566979462,5495.4257851283855,13.0,0.0,9,False
"bram(8, 6)_dsp15",17861.332162513692,5436.927280848785,9.0,2.293398533007335,9,False
"bram(8, 6)_dsp-",17898.171116145204,5436.927280848785,9.0,0.0,9,False
"bram(5, 7)_dsp-",18041.338594712317,5445.06740290656,11.0,0.0,10,False
"bram(4, 7)_dsp-",18041.338594712317,5445.06740290656,11.0,0.0,10,False
"bram(6, 7)_dsp-",18044.04910180062,5444.653498395147,10.5,0.0,10,False
"bram(7, 7)_dsp-",18061.2909385568,5421.612813926531,9.0,0.0,10,False
"bram(8, 8)_dsp13",18128.61148650496,5266.398622146931,1.0,49.308068459657704,7,False
"bram(9, 6)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(9, 10)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(10, 8)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(10, 10)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(10, 6)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
